Customer ID,Gender,DOB,First Name,Last Name,Phone Number,Loyalty Tier,Marketing Segment
"""CID4156201""",Female,11/13/1989,Madelyn,Morgan,04386 603 209,Bronze,Frequent Rider
"""CID1619035""",Female,6/6/1992,Avery,Maxwell,04778 413 732,Gold,New
"""CID2141001""",Female,3/9/1984,Liam,Phillips,04797 903 898,Silver,New
"""CID9042280""",Female,7/23/1985,Ethan,Castro,04859 360 918,Silver,New
"""CID4998431""",Female,9/15/1986,Oliver,Lang,04309 689 627,Bronze,Frequent Rider
"""CID1853470""",Female,3/23/1976,Isaiah,Velasquez,04489 979 515,Bronze,Frequent Rider
"""CID1843023""",Female,7/16/1983,Aiden,Johnson,04733 985 897,Silver,New
"""CID2336018""",Female,9/27/1976,Mason,Lawrence,04629 387 954,Bronze,Occasional
"""CID8123805""",Female,4/9/1993,Weston,Adams,04527 346 816,Gold,New
"""CID2715651""",Female,8/30/1970,Charlotte,Little,04164 420 404,Silver,New
"""CID1000971""",Female,12/14/1986,Weston,Ruiz,04221 353 196,Bronze,Occasional
"""CID7431158""",Female,11/19/1992,Sadie,Wallace,04795 708 684,Gold,New
"""CID6593081""",Female,5/4/1984,Benjamin,Williams,04131 738 733,Bronze,Occasional
"""CID9523808""",Female,4/28/1992,Isaiah,Byrd,04929 137 134,Silver,New
"""CID7235020""",Female,2/18/1987,Avery,Johnson,04756 295 558,Bronze,Occasional
"""CID2286315""",Female,2/26/1991,Leah,Rojas,04995 430 341,Silver,New
"""CID1652253""",Female,4/19/1993,Ella,Logan,04978 187 488,Silver,New
"""CID8197010""",Female,2/14/1986,James,Gray,04582 242 332,Gold,New
"""CID9858985""",Female,10/1/1976,John,Garza,04551 340 526,Silver,New
"""CID8844958""",Female,10/2/1971,Adam,Fields,04568 956 742,Bronze,Occasional
"""CID2188119""",Female,9/16/1974,Wesley,Simon,04728 327 413,Bronze,Occasional
"""CID6240657""",Female,4/24/2000,Matthew,Lindsey,04525 657 241,Silver,New
"""CID6831880""",Female,4/13/1990,Cameron,Sullivan,04645 343 670,Silver,New
"""CID6495597""",Female,4/6/1999,Emery,Schwartz,04406 988 915,Silver,New
"""CID3278107""",Female,8/28/2004,Luka,Warren,04324 360 445,Bronze,New
"""CID2666483""",Female,10/25/1986,Isabella,Jacobs,04406 512 430,Silver,New
"""CID3850274""",Female,7/29/2001,Sarah,Ball,04943 539 175,Bronze,Occasional
"""CID1458494""",Female,10/1/1976,Gael,Green,04879 561 298,Silver,New
"""CID4985520""",Female,4/2/1982,James,Foster,04945 981 515,Silver,New
"""CID2363317""",Female,4/14/1970,Noah,Luna,04627 337 615,Bronze,Occasional
"""CID3954898""",Female,3/6/1986,Everett,Steele,04866 957 125,Gold,New
"""CID6605542""",Female,6/1/1976,Emily,Petersen,04926 580 277,Silver,New
"""CID6802320""",Female,7/17/1988,Robert,Paul,04885 647 235,Bronze,Frequent Rider
"""CID2373262""",Female,3/24/1988,Charlotte,Carroll,04950 665 622,Bronze,New
"""CID7356614""",Female,6/15/1978,August,Trevino,04432 462 404,Silver,New
"""CID4530756""",Female,10/5/1996,Madeline,Ramirez,04969 786 794,Gold,New
"""CID7288922""",Female,1/15/1990,Matthew,Roman,04326 919 486,Bronze,Occasional
"""CID1235656""",Female,11/6/1980,Jayden,Barnett,04790 143 726,Bronze,Frequent Rider
"""CID7891005""",Female,9/13/1987,Hazel,Scott,04500 830 671,Bronze,Frequent Rider
"""CID9543493""",Female,3/22/1990,Allison,Ryan,04997 434 357,Bronze,Occasional
"""CID9909601""",Female,3/25/1995,Elijah,Warren,04958 867 913,Silver,New
"""CID1620861""",Female,6/17/1972,Lucia,Parsons,04264 106 448,Gold,New
"""CID4485769""",Female,5/7/1975,Robert,Scott,04495 779 650,Bronze,New
"""CID7688037""",Female,5/24/1985,Ana,Bates,04934 523 141,Gold,New
"""CID4045253""",Female,7/1/1979,Christian,Turner,04576 316 667,Bronze,Occasional
"""CID7549817""",Female,6/1/1987,Eli,Hill,04580 480 912,Bronze,Occasional
"""CID2229424""",Female,5/8/2004,Ryan,Pope,04740 324 594,Bronze,Frequent Rider
"""CID8133943""",Female,6/6/1989,Thomas,Miranda,04514 811 348,Gold,New
"""CID1109404""",Female,8/28/1993,Emma,Adkins,04688 453 125,Gold,New
"""CID5905669""",Female,4/14/1975,Lainey,Ward,04708 307 359,Silver,New
"""CID7791686""",Female,2/26/1984,Elizabeth,Fuentes,04694 853 404,Gold,New
"""CID8713721""",Female,7/11/1998,Clara,Young,04143 533 144,Silver,New
"""CID9575044""",Female,6/27/1986,James,Daniels,04501 796 833,Silver,New
"""CID2701816""",Female,1/6/1977,Josephine,Goodman,04176 171 548,Bronze,New
"""CID1398768""",Female,3/5/1974,Nathan,Lamb,04205 512 674,Bronze,Frequent Rider
"""CID9958422""",Female,1/20/1988,Emery,Ramos,04819 777 118,Silver,New
"""CID5164711""",Female,3/21/1992,Zoe,Page,04185 112 807,Bronze,Occasional
"""CID8157101""",Female,7/29/1982,Nolan,Ibarra,04232 700 844,Silver,New
"""CID2113231""",Female,3/21/1990,Caleb,Barker,04193 655 781,Bronze,Occasional
"""CID4599501""",Female,2/7/1983,Audrey,Zamora,04565 929 604,Bronze,Frequent Rider
"""CID7251695""",Female,12/19/1994,Autumn,Holmes,04235 758 877,Bronze,Occasional
"""CID2623260""",Female,11/27/1974,Chloe,Ali,04109 474 195,Silver,New
"""CID9805318""",Female,10/26/1988,Gael,Coleman,04151 700 296,Bronze,New
"""CID9900435""",Female,1/9/1985,Angel,Parks,04658 455 571,Bronze,Frequent Rider
"""CID6645441""",Female,12/20/1973,Jaxon,Craig,04364 222 672,Bronze,Occasional
"""CID6377461""",Female,12/14/1988,Jaxon,Shaw,04777 483 104,Silver,New
"""CID7546005""",Female,11/20/1994,Ella,Schwartz,04946 244 793,Bronze,New
"""CID8799752""",Female,8/11/1994,Addison,Matthews,04682 336 561,Bronze,New
"""CID1146922""",Female,1/28/1990,Zoey,Ball,04957 511 973,Bronze,Occasional
"""CID9236980""",Female,6/11/1990,Lucas,Hampton,04216 651 180,Silver,New
"""CID1561573""",Female,12/8/2007,Alexander,Le,04288 916 212,Bronze,New
"""CID2140845""",Female,7/4/1975,Emma,Dawson,04859 139 442,Silver,New
"""CID5230378""",Female,1/31/1973,Ella,Jimenez,04358 537 256,Gold,New
"""CID3953883""",Female,9/5/1986,Ana,Ford,04763 335 462,Silver,New
"""CID5829526""",Female,11/3/1991,Logan,Pearson,04276 765 869,Gold,New
"""CID9484308""",Female,10/20/1972,Paisley,Arias,04420 700 921,Silver,New
"""CID5979653""",Female,6/11/1989,Maria,Horton,04959 797 499,Bronze,Occasional
"""CID6830004""",Female,8/12/1987,Sebastian,Yang,04427 403 612,Bronze,Occasional
"""CID2861158""",Female,5/18/1977,Athena,Lane,04938 786 441,Silver,New
"""CID2599677""",Female,8/29/1988,Mason,Olson,04626 637 611,Bronze,Occasional
"""CID6215147""",Female,11/4/1981,Emma,Hall,04500 130 112,Bronze,Frequent Rider
"""CID9478471""",Female,4/7/1993,Melody,Williams,04332 376 738,Bronze,Frequent Rider
"""CID2966483""",Female,3/3/1995,Ruby,Burns,04278 944 478,Silver,New
"""CID8772078""",Female,12/16/1990,Ethan,Burgess,04319 598 979,Silver,New
"""CID9492407""",Female,1/11/1986,Daisy,Garza,04798 643 908,Gold,New
"""CID8914328""",Female,5/24/1986,Miles,Roth,04356 389 682,Silver,New
"""CID6645632""",Female,3/7/1976,Mason,Wheeler,04969 571 250,Gold,New
"""CID9579595""",Female,10/28/1979,Sophie,Hunt,04987 460 450,Bronze,Occasional
"""CID6248971""",Female,6/5/1990,John,Santiago,04197 690 540,Bronze,Frequent Rider
"""CID9245303""",Female,8/12/1983,Rowan,Conner,04109 875 759,Silver,New
"""CID6916924""",Female,2/21/1993,Quinn,Sanchez,04205 227 986,Bronze,New
"""CID3018595""",Female,5/4/1972,Kai,Williams,04551 666 485,Silver,New
"""CID1618134""",Female,5/17/1988,Myles,Hoffman,04521 699 204,Bronze,Occasional
"""CID3263269""",Female,6/1/1990,Anthony,Ortiz,04598 909 937,Bronze,New
"""CID8969205""",Female,6/27/1976,Santiago,Gray,04134 760 297,Gold,New
"""CID3430136""",Female,7/17/1984,Axel,Ali,04476 541 895,Gold,New
"""CID7129956""",Female,2/25/1991,August,Morris,04271 868 442,Silver,New
"""CID8550342""",Female,7/28/1970,Gabriel,Walsh,04381 744 323,Gold,New
"""CID5054963""",Female,3/12/1975,Josephine,Stokes,04452 117 376,Silver,New
"""CID9820312""",Female,6/9/1971,John,Vasquez,04843 643 975,Silver,New
"""CID6992369""",Female,5/15/1989,Luca,Mcguire,04228 345 123,Bronze,Frequent Rider
"""CID9075712""",Female,1/10/1983,Madison,Shepherd,04752 232 127,Gold,New
"""CID5901703""",Female,3/5/1970,Oliver,Hail,04593 455 979,Bronze,New
"""CID9900083""",Female,8/28/1989,Nora,Ortega,04860 939 984,Bronze,Frequent Rider
"""CID1702835""",Female,7/16/1987,Zoe,Silva,04161 621 960,Bronze,New
"""CID6046405""",Female,9/24/1982,Santiago,Osborne,04346 688 626,Silver,New
"""CID2508031""",Female,9/22/1986,Kennedy,Adkins,04620 762 912,Bronze,New
"""CID2335070""",Female,1/30/1976,Ezra,Marshall,04376 961 874,Gold,New
"""CID6131200""",Female,11/25/1987,Miles,Carrillo,04786 510 833,Gold,New
"""CID7115746""",Female,3/13/1993,Penelope,Rogers,04316 679 562,Silver,New
"""CID7255740""",Female,2/28/1992,Theo,Walton,04111 264 190,Silver,New
"""CID9676403""",Female,12/8/1989,Christopher,Goodman,04788 765 245,Bronze,Occasional
"""CID1561472""",Female,2/24/1970,Angel,Arias,04162 829 678,Bronze,New
"""CID1507004""",Female,11/3/1985,Gabriel,Hardy,04915 336 923,Silver,New
"""CID2695481""",Female,9/6/2002,August,Rhodes,04860 345 957,Bronze,Frequent Rider
"""CID1175161""",Female,4/17/1986,Wesley,Mclaughlin,04589 684 340,Silver,New
"""CID5571306""",Female,8/8/1983,Hannah,Jones,04961 860 548,Bronze,Occasional
"""CID4586543""",Female,10/31/1981,Matthew,Long,04157 286 886,Bronze,Occasional
"""CID2190407""",Female,1/15/1982,Mia,Hogan,04114 221 462,Silver,New
"""CID6713230""",Female,4/18/1995,Athena,Castaneda,04816 903 654,Silver,New
"""CID9145140""",Female,8/20/1994,Lily,Holmes,04794 856 584,Bronze,Occasional
"""CID4924965""",Female,12/26/1992,Lucia,Wood,04958 642 969,Gold,New
"""CID4875529""",Female,6/8/1985,Luca,Valencia,04141 477 195,Silver,New
"""CID2510555""",Female,2/11/1982,Asher,Cummings,04209 227 515,Gold,New
"""CID7848860""",Female,1/2/1990,Ezekiel,Graves,04432 764 356,Silver,New
"""CID7403313""",Female,10/12/1994,Alice,Brooks,04724 114 159,Bronze,New
"""CID1670201""",Female,2/14/1985,Aaron,Bennett,04377 884 405,Bronze,New
"""CID8956555""",Female,7/14/1987,Mia,Gilbert,04976 731 655,Bronze,Occasional
"""CID3315743""",Female,12/5/1994,Ivy,Wilson,04461 510 961,Gold,New
"""CID6229986""",Female,10/15/1979,Isaiah,Dunn,04425 334 233,Silver,New
"""CID7742034""",Female,9/12/1990,Hannah,Guzman,04624 158 944,Bronze,Occasional
"""CID1842743""",Female,9/27/1997,Aiden,West,04756 379 300,Bronze,Frequent Rider
"""CID5949219""",Female,7/22/1992,Mila,Roman,04892 716 382,Bronze,New
"""CID9142362""",Female,7/17/1990,Joshua,Duran,04505 598 765,Bronze,Occasional
"""CID9421156""",Female,2/28/1981,Scarlett,Webb,04900 572 920,Gold,New
"""CID4767488""",Female,8/18/1982,Lincoln,Zamora,04492 687 551,Gold,New
"""CID1594537""",Female,7/2/1987,Henry,Aguilar,04459 296 289,Silver,New
"""CID6563886""",Female,2/27/1986,Isabella,Neal,04815 490 343,Gold,New
"""CID9587713""",Female,12/20/1990,Autumn,Taylor,04820 748 481,Bronze,New
"""CID3800710""",Female,2/7/1990,Mila,Cannon,04304 791 478,Bronze,Frequent Rider
"""CID7822191""",Female,9/22/1982,Josiah,Mitchell,04935 950 459,Silver,New
"""CID2989997""",Female,10/11/1990,Ellie,Barker,04738 424 153,Silver,New
"""CID8658292""",Female,1/10/1979,Clara,Wong,04198 930 402,Gold,New
"""CID5356194""",Female,3/7/1988,Colton,Patrick,04558 898 961,Bronze,Occasional
"""CID2983129""",Female,11/7/1987,Thomas,Munoz,04466 955 385,Bronze,Occasional
"""CID1493147""",Female,1/11/1986,Emma,Lane,04213 875 382,Silver,New
"""CID3215034""",Female,3/10/1985,Maya,Palmer,04638 555 130,Bronze,Occasional
"""CID6225710""",Female,10/8/1989,Thomas,Brock,04510 704 934,Bronze,New
"""CID3012041""",Female,6/29/1991,Jacob,Campos,04182 248 743,Gold,New
"""CID6828045""",Female,4/10/1982,Josie,Gilbert,04902 654 191,Bronze,Occasional
"""CID3182811""",Female,12/9/1992,Layla,Gray,04217 277 302,Silver,New
"""CID7188287""",Female,12/17/1974,Stella,Walters,04545 418 792,Bronze,New
"""CID2045882""",Female,10/13/1983,Caleb,Payne,04705 339 765,Bronze,Occasional
"""CID2108443""",Female,2/6/1973,Camila,Fischer,04181 450 101,Bronze,Occasional
"""CID9075486""",Female,9/25/1975,Isabella,Mueller,04904 125 411,Silver,New
"""CID4658988""",Female,10/30/1990,Audrey,Shelton,04249 596 676,Silver,New
"""CID9060703""",Female,6/5/2003,Nathan,Colon,04619 671 748,Bronze,New
"""CID5319859""",Female,5/28/1984,Alexander,Moore,04542 435 938,Bronze,New
"""CID5697189""",Female,4/24/2002,Samuel,Stevens,04258 677 777,Silver,New
"""CID1834748""",Female,9/4/1981,Noah,Mcgee,04508 664 237,Bronze,Occasional
"""CID3852616""",Female,7/11/1997,Madelyn,Terry,04319 626 658,Bronze,New
"""CID7118535""",Female,6/12/2007,Iris,Salas,04222 182 772,Silver,New
"""CID4838975""",Female,12/17/1979,Angel,Norris,04442 399 900,Bronze,New
"""CID9242859""",Female,12/26/2004,Lucy,Nguyen,04104 577 522,Bronze,Frequent Rider
"""CID9445615""",Female,8/16/1982,Eloise,Casey,04292 840 969,Bronze,New
"""CID9601088""",Female,3/8/1997,Brooks,Jones,04371 891 963,Silver,New
"""CID6965198""",Female,6/1/1970,Genesis,Owens,04291 637 698,Silver,New
"""CID9621487""",Female,5/14/1987,Madison,Newman,04942 362 293,Silver,New
"""CID2281887""",Female,5/24/1985,Anthony,Henderson,04547 550 194,Bronze,Occasional
"""CID8094870""",Female,7/31/1988,Samuel,Ward,04612 474 793,Bronze,New
"""CID5660658""",Female,11/26/1980,Nathan,Curry,04123 284 413,Gold,New
"""CID1503928""",Female,7/15/2006,Naomi,Owen,04851 256 537,Silver,New
"""CID5371107""",Female,5/18/1994,Ivy,Marsh,04855 152 332,Gold,New
"""CID6843458""",Female,8/23/1991,Clara,Warren,04562 719 485,Bronze,New
"""CID1603637""",Female,7/21/1992,Layla,Palmer,04495 504 158,Gold,New
"""CID8300922""",Female,5/15/1988,Theodore,Cabrera,04218 621 408,Bronze,Occasional
"""CID1611760""",Female,10/1/1989,Lyla,Simon,04642 283 418,Silver,New
"""CID5211171""",Female,10/7/1977,Ryan,Roman,04947 440 199,Bronze,Occasional
"""CID4182997""",Female,5/26/1984,Jose,Olson,04211 336 575,Bronze,New
"""CID4895352""",Female,1/5/1986,Ava,Hess,04821 896 429,Bronze,Occasional
"""CID5948421""",Female,9/26/1986,David,Barber,04829 158 347,Silver,New
"""CID3201066""",Female,12/7/1985,Jonathan,Soto,04668 641 578,Bronze,Occasional
"""CID4988470""",Female,6/7/1993,Adrian,Dean,04278 998 943,Silver,New
"""CID2147150""",Female,5/7/1989,Hannah,French,04162 663 892,Bronze,Occasional
"""CID8430012""",Female,6/18/1998,Robert,Robinson,04233 676 194,Gold,New
"""CID9159033""",Female,10/15/1999,Ezra,Franco,04556 165 917,Silver,New
"""CID6439902""",Female,2/18/1984,Joshua,Serrano,04659 464 132,Silver,New
"""CID3164249""",Female,5/13/1985,Kinsley,Castro,04428 981 545,Bronze,New
"""CID9533295""",Female,9/29/1993,Isabella,Wallace,04724 739 659,Bronze,Frequent Rider
"""CID4849427""",Female,10/20/2003,Leonardo,Jordan,04354 292 219,Silver,New
"""CID2859145""",Female,3/12/1994,Lincoln,Pearson,04916 399 252,Bronze,Frequent Rider
"""CID2594849""",Female,6/24/1977,Hannah,Harris,04556 617 356,Bronze,New
"""CID3312535""",Female,7/21/1978,Ezra,Mcdonald,04270 143 401,Silver,New
"""CID8324063""",Female,11/8/1984,Amir,Lynch,04596 395 696,Bronze,Occasional
"""CID4123187""",Female,1/10/1990,Adeline,Mclaughlin,04611 695 792,Silver,New
"""CID8865331""",Female,11/22/1985,Charles,Watson,04930 792 742,Silver,New
"""CID4488520""",Female,6/16/1990,Luka,Brewer,04632 648 886,Bronze,Occasional
"""CID3599844""",Female,12/26/1985,Eli,Mann,04910 107 347,Bronze,New
"""CID3886512""",Female,11/29/1994,Ryan,Khan,04997 373 810,Silver,New
"""CID2307532""",Female,3/8/1992,Aria,Garcia,04508 791 484,Bronze,Occasional
"""CID2010902""",Female,12/31/1973,Isabella,Pierce,04652 903 829,Bronze,Occasional
"""CID4376906""",Female,5/20/1991,Delilah,Santiago,04267 248 149,Bronze,Occasional
"""CID2605363""",Female,6/15/1992,Evelyn,Greene,04366 156 218,Silver,New
"""CID4965414""",Female,8/23/1994,Rowan,Baker,04655 893 195,Bronze,Occasional
"""CID3949133""",Female,9/22/1992,Sophie,Jenkins,04632 670 784,Silver,New
"""CID5737496""",Female,12/22/1990,Maya,Andrade,04495 979 363,Gold,New
"""CID8274297""",Female,4/7/1998,Aiden,Murphy,04895 220 563,Bronze,New
"""CID9208375""",Female,2/8/1971,Grayson,Nunez,04661 354 454,Bronze,Frequent Rider
"""CID9021973""",Female,4/13/1992,Paisley,Perry,04453 533 998,Bronze,Frequent Rider
"""CID1618675""",Female,9/14/1979,Charlotte,Rowe,04775 996 726,Bronze,New
"""CID2541699""",Female,12/7/1985,Santiago,Marsh,04686 659 978,Bronze,Occasional
"""CID9385730""",Female,1/15/1987,Alice,Mcdaniel,04850 745 821,Gold,New
"""CID3621657""",Female,11/8/1985,Valentina,Douglas,04114 326 262,Silver,New
"""CID2645285""",Female,7/31/1979,Isla,Boyd,04240 435 542,Silver,New
"""CID5901260""",Female,5/22/1987,Aurora,Bowen,04389 955 627,Bronze,New
"""CID3498243""",Female,5/3/1986,Alice,Dunn,04434 303 689,Bronze,Occasional
"""CID8059405""",Female,1/24/1989,Ava,Huang,04925 292 650,Bronze,New
"""CID6257139""",Female,2/9/1975,Natalie,Hawkins,04893 541 681,Silver,New
"""CID8068511""",Female,8/4/1988,Lyla,Stone,04184 331 562,Bronze,Frequent Rider
"""CID5309270""",Female,12/19/2001,John,Arnold,04490 487 233,Silver,New
"""CID5548290""",Female,12/10/1991,Ellie,Ward,04473 638 968,Silver,New
"""CID9560411""",Female,6/3/1992,Roman,Bautista,04578 537 866,Gold,New
"""CID6081605""",Female,3/13/1986,Miles,Hernandez,04901 827 278,Silver,New
"""CID9093149""",Female,10/3/1974,Violet,Floyd,04326 314 351,Silver,New
"""CID2677453""",Female,8/28/1982,Lydia,Miller,04797 946 777,Bronze,Occasional
"""CID9173175""",Female,1/21/1999,Madeline,Clark,04169 651 733,Bronze,New
"""CID1376076""",Female,11/8/1983,Levi,Ramos,04370 803 920,Silver,New
"""CID2317182""",Female,9/3/1971,Harper,Norman,04629 909 911,Silver,New
"""CID4045614""",Female,11/22/1981,Anna,Fields,04774 628 972,Bronze,Occasional
"""CID3930092""",Female,2/26/1984,Aurora,Richards,04652 286 889,Bronze,New
"""CID1045794""",Female,7/29/1982,Jonathan,Montoya,04955 649 229,Silver,New
"""CID1038327""",Female,10/19/1981,Levi,Love,04131 888 463,Gold,New
"""CID1461657""",Female,6/9/1994,Eli,Tyler,04611 102 876,Silver,New
"""CID6688807""",Female,1/31/1974,Ella,Gilbert,04707 405 692,Bronze,New
"""CID2935380""",Female,3/27/1986,Liam,Wells,04472 102 647,Silver,New
"""CID2779935""",Female,10/25/1990,Anthony,Diaz,04319 991 182,Bronze,Occasional
"""CID3908912""",Female,7/28/2003,Gabriel,Moore,04310 818 519,Silver,New
"""CID9880991""",Female,9/24/1977,Aiden,Bautista,04918 904 756,Gold,New
"""CID6122252""",Female,7/3/1989,Ellie,Austin,04908 608 781,Bronze,New
"""CID6239378""",Female,7/12/1998,Leonardo,Colon,04830 718 602,Silver,New
"""CID5356231""",Female,11/28/1999,Sophie,Lynch,04149 386 172,Silver,New
"""CID9521350""",Female,10/5/1992,Jose,Rivera,04310 443 933,Gold,New
"""CID9974226""",Female,8/7/1990,Madelyn,Hardy,04294 811 100,Bronze,Occasional
"""CID3985840""",Female,7/18/1987,Ryan,Sutton,04725 984 405,Bronze,New
"""CID3582659""",Female,5/15/1994,Nolan,Hale,04989 165 415,Gold,New
"""CID9119371""",Female,4/20/1993,Parker,Hubbard,04182 323 103,Bronze,New
"""CID7226029""",Female,1/20/1986,Theodore,Shaffer,04190 799 124,Bronze,Frequent Rider
"""CID8199745""",Female,3/5/1987,Lainey,Hunter,04864 634 455,Bronze,New
"""CID5530299""",Female,10/4/1984,Olivia,Drake,04767 937 458,Gold,New
"""CID8616067""",Female,12/29/1975,Waylon,Mann,04236 968 719,Gold,New
"""CID8477840""",Female,2/17/1993,August,Powers,04493 169 205,Bronze,Occasional
"""CID4951592""",Female,7/13/1970,Maverick,Calderon,04143 991 171,Bronze,New
"""CID3384795""",Female,11/5/1997,Alice,Rogers,04181 271 757,Gold,New
"""CID6575186""",Female,4/18/1989,Charles,Andrade,04987 153 856,Bronze,New
"""CID2680513""",Female,8/27/1987,Hannah,Chang,04135 313 231,Gold,New
"""CID3367199""",Female,12/21/1984,Athena,Klein,04128 828 342,Silver,New
"""CID6429249""",Female,10/26/1975,Hailey,Rogers,04540 978 312,Bronze,New
"""CID4361969""",Female,3/17/1978,Alexander,Swanson,04863 220 814,Silver,New
"""CID9018579""",Female,3/13/1989,Isabella,Simpson,04853 143 703,Bronze,Occasional
"""CID4540477""",Female,10/18/1990,Kinsley,Lucas,04928 360 655,Bronze,New
"""CID6056932""",Female,3/16/1991,August,Elliott,04958 156 619,Bronze,Frequent Rider
"""CID6001137""",Female,10/27/1990,David,Reeves,04790 173 243,Bronze,New
"""CID3518854""",Female,3/12/1984,Adam,Guzman,04549 795 908,Gold,New
"""CID7975599""",Female,5/20/1984,Lydia,Velasquez,04348 329 517,Bronze,Frequent Rider
"""CID2207075""",Female,9/26/1991,Mila,Norman,04258 642 692,Gold,New
"""CID4673117""",Female,11/28/1986,Joshua,Flynn,04446 887 528,Silver,New
"""CID2600177""",Female,3/5/1992,Lydia,Garrett,04299 910 927,Bronze,Occasional
"""CID4995223""",Female,3/17/1992,Vivian,King,04895 132 285,Gold,New
"""CID6057292""",Female,2/28/1991,Emma,Lin,04235 580 255,Silver,New
"""CID4351273""",Female,9/26/1991,Lucia,Kelley,04510 297 470,Bronze,New
"""CID1417154""",Female,9/26/1985,Jade,Santana,04662 314 275,Bronze,Frequent Rider
"""CID2912314""",Female,6/29/1991,Myles,Berry,04769 800 317,Bronze,Occasional
"""CID6133484""",Female,9/5/1973,Jack,Norris,04424 265 417,Bronze,New
"""CID3741827""",Female,9/30/1986,Lucas,Fowler,04462 360 247,Bronze,Occasional
"""CID4457547""",Female,7/4/1980,Ezekiel,Banks,04511 120 141,Bronze,Occasional
"""CID5013466""",Female,12/31/1986,Dylan,Leonard,04286 760 994,Silver,New
"""CID8140963""",Female,8/27/1970,Iris,Leonard,04952 961 581,Bronze,Occasional
"""CID6363184""",Female,7/11/1981,Kinsley,Higgins,04300 268 974,Silver,New
"""CID3249218""",Female,9/23/1978,Alexander,Sherman,04406 733 672,Bronze,Occasional
"""CID1394736""",Female,9/23/2000,Samuel,Rios,04383 724 678,Bronze,Occasional
"""CID1890818""",Female,12/22/1974,Theo,Shah,04152 725 996,Gold,New
"""CID8030695""",Female,7/24/1990,Weston,Reynolds,04696 509 625,Silver,New
"""CID9831859""",Female,2/1/1989,Abigail,Bradley,04393 210 625,Bronze,Occasional
"""CID4599518""",Female,4/30/1991,Evelyn,Barton,04368 815 853,Gold,New
"""CID6746214""",Female,1/25/1985,Silas,Mckinney,04624 104 689,Gold,New
"""CID3355528""",Female,10/12/1984,Hazel,Harrington,04103 673 192,Bronze,Occasional
"""CID5054104""",Female,7/13/1983,Wesley,Aguirre,04486 654 562,Silver,New
"""CID7587944""",Female,12/9/1989,Parker,Casey,04412 214 273,Silver,New
"""CID3627935""",Female,10/27/1996,Matthew,Mccarthy,04873 231 619,Bronze,New
"""CID4278660""",Female,4/22/1981,Ellie,Miles,04317 819 607,Silver,New
"""CID3160114""",Female,5/27/1986,Ian,Shepherd,04940 180 798,Bronze,Frequent Rider
"""CID3068280""",Female,3/19/1990,Allison,Mullins,04845 598 311,Bronze,Occasional
"""CID2628928""",Female,8/29/1990,Millie,Salas,04110 244 532,Bronze,New
"""CID5873513""",Female,11/20/1991,Ian,Reynolds,04301 231 542,Bronze,Occasional
"""CID1137947""",Female,2/27/1987,Mila,Gallegos,04756 706 118,Silver,New
"""CID1311361""",Female,3/27/1985,Sadie,Torres,04746 827 424,Silver,New
"""CID3733456""",Female,2/6/1991,Charlotte,Ramirez,04749 754 844,Bronze,Occasional
"""CID6639298""",Female,6/5/1975,Zoey,Jackson,04100 610 333,Silver,New
"""CID1991944""",Female,5/2/1975,Maria,Burton,04484 132 465,Silver,New
"""CID5110272""",Female,1/6/1974,Charlotte,Jacobs,04768 890 562,Silver,New
"""CID5878586""",Female,10/26/2004,Anthony,Guerra,04821 651 307,Bronze,Frequent Rider
"""CID3937727""",Female,3/11/1993,Aiden,Fleming,04643 422 666,Bronze,New
"""CID7718203""",Female,8/1/1983,Gael,Juarez,04203 768 223,Bronze,Frequent Rider
"""CID2099612""",Female,2/26/1991,Myles,Wang,04851 268 224,Bronze,New
"""CID1337033""",Female,3/16/1987,Luna,Quinn,04126 859 271,Silver,New
"""CID8876169""",Female,10/19/1989,Christian,Barber,04557 285 199,Silver,New
"""CID1288502""",Female,1/4/1976,Addison,Graham,04136 921 327,Bronze,Occasional
"""CID7111551""",Female,4/27/1972,Josephine,Carter,04561 308 278,Bronze,Frequent Rider
"""CID9846888""",Female,6/8/1993,Asher,Medina,04562 609 446,Bronze,New
"""CID4580868""",Female,1/14/1970,Luna,Norman,04635 407 969,Bronze,New
"""CID3621014""",Female,3/27/1979,Valentina,Cain,04216 746 988,Silver,New
"""CID5922293""",Female,12/12/1992,Ian,Villanueva,04704 632 328,Bronze,Occasional
"""CID6691340""",Female,3/26/2001,Ian,Williams,04679 139 186,Bronze,New
"""CID1106642""",Female,12/2/1989,Lily,Davis,04679 672 743,Silver,New
"""CID7419209""",Female,1/6/1997,Ivy,Garner,04330 300 105,Bronze,New
"""CID5804553""",Female,12/6/1987,Caleb,Stephens,04938 936 434,Silver,New
"""CID9071631""",Female,2/25/1989,Kinsley,Chavez,04182 978 330,Bronze,Occasional
"""CID8902319""",Female,6/1/1994,Lucas,Jordan,04449 955 744,Bronze,Occasional
"""CID6251890""",Female,12/26/1994,Madison,Sanchez,04473 147 706,Gold,New
"""CID1722429""",Female,9/21/1985,Kinsley,Wade,04862 540 168,Silver,New
"""CID1315318""",Female,10/15/1994,Lainey,Ibarra,04729 715 259,Silver,New
"""CID3923324""",Female,12/11/1972,Weston,Hill,04415 857 452,Silver,New
"""CID9070846""",Female,10/22/1987,Allison,Gallagher,04950 634 434,Silver,New
"""CID9405918""",Female,1/13/2000,Everett,Perkins,04785 790 195,Bronze,New
